RedFighter,BlueFighter,DaysSinceFirstFight,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightMt,BlueReachMt,BlueWeightKg,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightMt,RedReachMt,RedWeightKg,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishRound,FinishRoundInSeconds,TotalFightTimeMins,DaysSinceLastFight_Red,DaysSinceLastFight_Blue,Momentum_Red,Momentum_Blue,RestTimeDif,RedTotalFights,BlueTotalFights,ActivityRatio_Red,ActivityRatio_Blue,ActivityRatioDif
Marlon Moraes,Aljamain Sterling,2820,"Fresno, California, USA", USA,Red,False,Bantamweight,MALE,3,0,2,0,50.125,0.499,0.875,2.0,0.558,4,2,23,0,0,0,3,1,2,0,6,Orthodox,1.7,1.8,61.23,0,1,0,44.5,0.315,0.5,0.5,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,1.68,1.7,61.23,29,28,0,1,3,5,-1,17,0,1,2,2.54,10.16,1,5.625,0.375,1.5,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Red,KO/TKO,1.0,67,1.12,28.0,133.0,1,1,-105.0,2,8,0.0007089684509039348,0.002835873803615739,-0.0021269053527118043
Jason Knight,Gabriel Benitez,2820,"Fresno, California, USA", USA,Blue,False,Featherweight,MALE,3,1,0,0,36.8,0.412,1.4,0.0,0.0,2,2,12,0,0,0,1,0,2,0,3,Southpaw,1.73,1.8,65.77,1,0,0,43.5,0.397,2.0,1.5,0.383,4,2,15,0,0,1,1,1,1,0,4,Orthodox,1.78,1.8,65.77,25,29,0,0,-2,-1,0,-3,0,-1,1,-5.08,0.0,-4,-6.7,-0.6,-1.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,133.0,210.0,2,-1,-77.0,6,5,0.0021269053527118043,0.001772421127259837,0.0003544842254519674
Eryk Anders,Markus Perez,2820,"Fresno, California, USA", USA,Red,False,Middleweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.85,1.85,83.91,0,1,0,23.0,0.79,0.0,1.0,0.5,1,0,1,0,0,0,0,1,0,0,1,Southpaw,1.85,1.9,83.91,30,29,0,-1,-1,-1,0,-1,0,-1,0,0.0,-5.08,1,-23.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,140.0,0.0,1,0,140.0,1,0,0.0003544842254519674,0.0,0.0003544842254519674
Cub Swanson,Brian Ortega,2820,"Fresno, California, USA", USA,Blue,False,Featherweight,MALE,5,0,4,0,40.0,0.354,1.2,0.2,0.066,4,1,13,0,0,0,0,2,2,0,4,Switch,1.73,1.75,65.77,0,4,0,66.0769,0.486,0.1538,0.8462,0.466,6,3,40,0,0,0,6,4,0,0,10,Orthodox,1.73,1.78,65.77,34,26,0,0,-2,-6,2,-27,0,-2,2,0.0,-2.54,8,-26.0769,1.0462,-0.6462,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Red,SUB,2.0,202,8.37,231.0,133.0,4,5,98.0,13,5,0.004608294930875576,0.001772421127259837,0.002835873803615739
Chris Gruetzemacher,Davi Ramos,2820,"Fresno, California, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,35.0,0.28,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.68,1.78,70.31,1,0,0,65.5,0.605,0.0,0.0,0.0,1,1,5,0,0,0,1,0,0,0,1,Orthodox,1.73,1.73,70.31,31,31,0,0,-1,-1,0,-2,0,0,0,-5.08,5.08,0,-30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,3.0,50,10.83,308.0,273.0,-1,-2,35.0,2,1,0.0007089684509039348,0.0003544842254519674,0.0003544842254519674
Nordine Taleb,Danny Roberts,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Welterweight,MALE,3,0,1,0,42.75,0.383,0.25,0.0,0.0,2,1,9,0,0,0,1,1,1,0,3,Southpaw,1.85,1.88,77.11,0,1,0,42.5714,0.546,0.0,2.1429,0.643,3,2,19,0,0,1,3,1,0,0,5,Orthodox,1.85,1.88,77.11,36,30,0,0,-1,-2,1,-10,0,0,1,0.0,0.0,6,0.1786,0.25,-2.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,59,0.98,202.0,153.0,-1,1,49.0,7,4,0.0024752475247524753,0.0014144271570014145,0.0010608203677510608
Julian Marquez,Darren Stewart,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Middleweight,MALE,3,3,0,0,14.6667,0.473,0.0,0.6667,0.233,0,3,5,0,0,0,0,0,0,0,0,Orthodox,1.83,1.88,83.91,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.88,1.9,83.91,27,26,-3,0,0,0,-3,5,0,0,0,-5.08,-2.54,1,14.6667,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,162,7.7,0.0,35.0,0,-4,-35.0,0,3,0.0,0.0010608203677510608,-0.0010608203677510608
Alessio Di Chirico,Oluwale Bamgbose,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Middleweight,MALE,3,2,0,0,17.0,0.475,0.0,0.5,0.1,1,3,7,0,0,0,0,1,0,0,1,Switch,1.8,1.98,83.91,1,0,0,42.3333,0.457,0.0,1.3333,0.33,1,2,7,0,0,1,0,0,0,0,1,Orthodox,1.83,1.88,83.91,28,30,-1,0,0,0,-1,0,0,1,0,-2.54,10.16,-2,-25.3333,0.0,-0.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,2.0,134,7.23,322.0,196.0,-3,-5,126.0,3,4,0.0010608203677510608,0.0014144271570014145,-0.0003536067892503537
Jordan Mein,Erick Silva,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Welterweight,MALE,3,1,0,0,18.0,0.549,0.7143,0.4286,0.172,2,7,25,0,0,0,0,2,5,0,7,Orthodox,1.83,1.88,77.11,3,0,0,30.8571,0.524,0.1429,1.1429,0.251,2,4,15,0,0,1,0,2,0,0,3,Orthodox,1.83,1.85,77.11,28,33,2,0,0,4,-3,10,0,0,5,0.0,2.54,-5,-12.8571,0.5714,-0.7143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,161.0,196.0,-4,-3,-35.0,7,14,0.0024752475247524753,0.0049504950495049506,-0.0024752475247524753
Chad Laprise,Galore Bofando,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Welterweight,MALE,3,0,1,0,10.0,0.4,0.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,Switch,1.8,1.83,77.11,0,2,0,52.7143,0.433,0.0,0.7143,0.224,3,2,17,1,0,1,2,2,0,0,5,Orthodox,1.78,1.8,77.11,31,35,0,-1,-2,-4,2,-16,-1,-1,0,2.54,2.54,-4,-42.7143,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,1.0,250,4.17,161.0,153.0,-1,1,8.0,7,1,0.0024752475247524753,0.0003536067892503536,0.0021216407355021216
John Makdessi,Abel Trujillo,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Lightweight,MALE,3,1,0,0,24.4,0.372,0.3,1.4,0.543,3,4,21,0,0,0,1,3,1,0,6,Orthodox,1.73,1.78,70.31,1,0,0,57.0769,0.489,0.0,0.0,0.0,3,6,30,0,0,1,3,3,0,0,7,Orthodox,1.73,1.73,70.31,32,34,0,0,0,-1,2,-9,0,0,1,0.0,5.08,-2,-32.6769,0.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,371.0,315.0,-3,-1,56.0,13,10,0.004596888260254597,0.003536067892503536,0.001060820367751061
Jared Cannonier,Jan Blachowicz,2827,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Light Heavyweight,MALE,3,0,1,0,41.2857,0.536,0.2857,1.0,0.5,1,4,18,0,0,0,1,1,1,0,3,Orthodox,1.88,1.98,92.99,0,1,0,40.2,0.584,0.0,0.2,0.2,2,2,11,0,0,0,1,2,0,0,3,Switch,1.8,1.96,83.91,33,34,0,0,-1,0,-2,7,0,-1,1,7.62,2.54,-1,1.0857,0.2857,0.8,15.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,162.0,56.0,-1,-3,106.0,5,7,0.001768033946251768,0.0024752475247524753,-0.0007072135785007073
Ricardo Lamas,Josh Emmett,2827,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Featherweight,MALE,3,0,1,0,62.25,0.37,0.25,2.25,0.29,2,1,12,0,0,1,2,0,0,0,3,Orthodox,1.68,1.78,65.77,0,2,0,30.25,0.468,0.6667,1.0833,0.327,4,3,27,1,0,0,3,3,3,0,9,Orthodox,1.73,1.8,65.77,35,32,0,-1,-2,-6,2,-15,-1,-3,-3,-5.08,-2.54,3,32.0,-0.4167,1.1667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,1.0,273,4.55,140.0,56.0,0,1,84.0,12,4,0.004243281471004243,0.0014144271570014145,0.0028288543140028285
Glover Teixeira,Misha Cirkunov,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Light Heavyweight,MALE,3,1,0,0,23.4,0.538,0.6,1.8,0.448,4,1,8,0,0,0,0,1,3,0,4,Orthodox,1.9,1.96,92.99,1,0,0,34.4615,0.441,0.3846,1.4615,0.346,5,4,31,1,0,0,2,3,3,1,9,Orthodox,1.88,1.93,92.99,38,30,0,0,-1,-5,3,-23,-1,-3,0,2.54,2.54,8,-11.0615,0.2154,0.3385,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,1.0,165,2.75,202.0,202.0,-1,3,0.0,13,5,0.004596888260254597,0.001768033946251768,0.002828854314002829
Santiago Ponzinibbio,Mike Perry,2827,"Winnipeg, Manitoba, Canada", Canada,Red,False,Welterweight,MALE,3,0,2,0,39.0,0.506,0.0,0.0,0.0,2,1,10,0,0,0,0,4,0,0,4,Orthodox,1.78,1.8,77.11,0,5,0,35.7778,0.42,0.0,0.1111,0.037,5,2,18,0,0,0,3,4,0,0,7,Orthodox,1.83,1.85,77.11,31,26,0,-3,-3,-3,1,-8,0,0,0,-5.08,-5.08,5,3.2222,0.0,-0.1111,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,153.0,91.0,6,2,62.0,9,5,0.0031824611032531826,0.001768033946251768,0.0014144271570014147
Robbie Lawler,Rafael Dos Anjos,2827,"Winnipeg, Manitoba, Canada", Canada,Blue,False,Welterweight,MALE,5,0,2,0,39.4348,0.44,0.6087,1.7391,0.301,5,7,59,3,0,0,9,4,3,0,16,Southpaw,1.73,1.78,77.11,0,1,0,49.8889,0.461,0.0,0.8889,0.361,5,5,52,5,0,3,4,6,0,0,13,Southpaw,1.8,1.88,77.11,35,33,0,1,0,3,-2,7,-2,-2,3,-7.62,-10.16,2,-10.4541,0.6087,0.8502,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,5.0,300,25.0,140.0,98.0,4,2,42.0,18,23,0.006364922206506365,0.008132956152758133,-0.0017680339462517675
Carlos Condit,Neil Magny,2841,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,46.1765,0.433,0.2941,2.0588,0.45,7,5,44,0,0,1,6,4,1,0,12,Orthodox,1.9,2.03,77.11,2,0,0,58.6154,0.362,0.6923,0.4615,0.147,5,6,38,3,0,1,1,4,0,1,7,Orthodox,1.88,1.9,77.11,33,30,1,0,2,5,1,6,-3,-1,1,2.54,12.7,3,-12.4389,-0.3982,1.5973,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,490.0,112.0,-3,1,378.0,13,17,0.004574243490499648,0.005981703026038001,-0.001407459535538353
Tim Elliott,Mark De La Rosa,2841,"Las Vegas, Nevada, USA", USA,Red,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.68,1.65,61.23,1,0,0,46.6667,0.472,1.1111,3.8889,0.594,2,6,25,1,0,0,3,0,0,0,3,Southpaw,1.7,1.68,61.23,31,23,1,0,-2,-3,6,-25,-1,0,0,-2.54,-2.54,8,-46.6667,-1.1111,-3.8889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,2.0,101,6.68,203.0,0.0,-4,0,203.0,9,0,0.0031667839549612948,0.0,0.0031667839549612948
Louis Smolka,Matheus Nicolau,2841,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,43.5,0.535,1.5,1.5,0.375,2,0,6,0,0,1,0,0,1,0,2,Orthodox,1.68,1.68,56.7,3,0,0,47.0,0.481,2.0,1.4444,0.328,4,4,23,0,0,0,2,2,1,0,5,Orthodox,1.75,1.73,61.23,26,24,3,2,-2,-3,4,-17,0,-2,0,-7.62,-5.08,2,-3.5,-0.5,0.0556,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,0,0.0,0,0.0,259.0,540.0,-2,2,-281.0,9,2,0.0031667839549612948,0.0007037297677691766,0.0024630541871921183
Myles Jury,Rick Glenn,2841,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,2,0,84.0,0.47,0.3333,1.3333,0.19,2,1,9,0,0,1,1,0,0,0,2,Southpaw,1.83,1.78,65.77,0,1,0,23.0,0.366,0.2222,1.5556,0.478,6,2,18,0,0,1,2,3,1,0,7,Orthodox,1.78,1.85,65.77,29,28,0,1,-4,-5,1,-9,0,-3,-1,5.08,-7.62,1,61.0,0.1111,-0.2222,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,266.0,112.0,1,1,154.0,9,3,0.0031667839549612948,0.001055594651653765,0.0021111893033075296
Cynthia Calvillo,Carla Esparza,2841,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,26.5,0.385,0.5,3.75,0.468,1,2,11,2,0,0,1,0,1,0,2,Orthodox,1.55,1.6,52.16,0,3,0,39.0,0.423,2.6667,1.3333,0.8,3,0,7,0,0,0,1,0,2,0,3,Orthodox,1.63,1.63,52.16,30,30,-1,-3,-2,-1,-2,4,2,0,-1,-7.62,-2.54,0,-12.5,-2.1667,2.4167,9.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,167.0,314.0,4,-1,-147.0,3,4,0.001055594651653765,0.0014074595355383533,-0.00035186488388458826
Dan Hooker,Marc Diakiese,2841,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,21.0,0.507,0.0,2.3333,0.487,3,0,6,0,0,0,1,2,0,0,3,Orthodox,1.78,1.85,70.31,0,1,0,38.8571,0.45,0.1429,0.1429,0.047,1,3,15,0,0,0,0,3,1,0,4,Switch,1.83,1.9,70.31,27,24,0,2,2,-1,3,-9,0,-1,-1,-5.08,-5.08,3,-17.8571,-0.1429,2.1905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,3.0,42,10.7,203.0,287.0,-1,3,-84.0,7,3,0.0024630541871921183,0.001055594651653765,0.0014074595355383533
Khabib Nurmagomedov,Edson Barboza,2841,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,41.5882,0.448,0.0588,0.4118,0.215,4,4,40,0,1,1,5,6,0,0,13,Orthodox,1.8,1.9,70.31,0,8,0,45.5,0.514,0.5,4.875,0.38,8,0,21,0,0,0,4,2,2,0,8,Orthodox,1.78,1.78,70.31,29,31,0,-5,-4,5,-4,19,0,4,-2,2.54,12.7,-2,-3.9118,-0.4412,-4.4632,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Red,U-DEC,3.0,300,15.0,413.0,294.0,6,6,119.0,8,17,0.0028149190710767065,0.005981703026038001,-0.0031667839549612948
Cris Cyborg,Holly Holm,2841,"Las Vegas, Nevada, USA", USA,Red,True,Women's Featherweight,FEMALE,5,0,1,0,51.7143,0.403,0.0,0.2857,0.286,3,3,26,3,0,1,1,2,0,0,4,Southpaw,1.73,1.75,65.77,0,3,0,61.3333,0.607,0.0,0.6667,0.333,3,0,6,1,0,0,0,3,0,0,3,Orthodox,1.73,1.73,65.77,32,36,0,-2,0,1,-3,20,2,-1,0,0.0,2.54,-4,-9.619,0.0,-0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,0,0.0,0,0.0,154.0,196.0,3,-1,-42.0,3,7,0.001055594651653765,0.0024630541871921183,-0.0014074595355383533
Mads Burnell,Mike Santiago,2856,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,3,1,0,0,24.0,0.35,0.0,2.0,0.28,0,1,2,0,0,0,0,0,0,0,0,Orthodox,1.78,1.75,65.77,1,0,0,10.0,0.33,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.73,1.75,65.77,23,28,0,0,0,0,0,-1,0,0,0,5.08,0.0,-5,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,134.0,134.0,-2,-2,0.0,1,1,0.00035001750087504374,0.00035001750087504374,0.0
Matt Frevola,Polo Reyes,2856,"St. Louis, Missouri, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,52.75,0.363,0.0,0.0,0.0,3,1,8,0,0,1,0,2,0,0,3,Orthodox,1.8,1.8,70.31,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,1.75,1.8,70.31,27,33,-1,0,3,3,-1,8,0,2,0,5.08,0.0,-6,52.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,0,0.0,0,0.0,0.0,246.0,0,1,-246.0,0,4,0.0,0.001400070003500175,-0.001400070003500175
Kalindra Faria,Jessica Eye,2856,"St. Louis, Missouri, USA", USA,Blue,False,Women's Flyweight,FEMALE,3,4,0,0,48.5714,0.396,0.1429,0.1429,0.143,1,6,20,0,0,0,0,0,0,1,1,Orthodox,1.68,1.68,56.7,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Switch,1.7,1.57,56.7,31,31,-3,0,1,1,-5,19,0,1,0,-2.54,10.64,0,48.5714,0.1429,0.1429,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,3.0,300,15.0,99.0,491.0,-2,-5,-392.0,1,7,0.00035001750087504374,0.002450122506125306,-0.002100105005250262
Kyung Ho Kang,Guido Cannetti,2856,"St. Louis, Missouri, USA", USA,Red,False,Bantamweight,MALE,3,0,1,0,33.5,0.545,0.0,2.5,0.535,1,1,5,0,0,0,1,0,0,0,1,Southpaw,1.68,1.73,61.23,0,2,0,30.0,0.405,1.5,2.5,0.638,2,2,12,0,0,1,0,0,1,0,2,Orthodox,1.75,1.85,61.23,30,38,0,-1,-1,-1,1,-7,0,0,-1,-7.62,-12.7,-8,3.5,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,1.0,293,4.88,1212.0,897.0,0,-1,315.0,4,2,0.001400070003500175,0.0007000350017500875,0.0007000350017500875
Talita Bernardo,Irene Aldana,2856,"St. Louis, Missouri, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,2,0,0,96.0,0.395,0.0,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,1.75,1.73,61.23,1,0,0,22.0,0.25,1.0,3.0,0.42,0,1,3,0,0,0,0,0,0,0,0,Orthodox,1.63,1.73,61.23,30,29,-1,0,0,0,-1,3,0,0,0,12.7,0.0,1,74.0,-1.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,3.0,300,15.0,134.0,281.0,-1,-4,-147.0,1,2,0.00035001750087504374,0.0007000350017500875,-0.00035001750087504374
Jeremy Stephens,Dooho Choi,2856,"St. Louis, Missouri, USA", USA,Red,False,Featherweight,MALE,5,1,0,0,27.25,0.6,0.0,0.25,0.05,3,1,6,0,0,0,0,3,0,0,3,Orthodox,1.78,1.78,65.77,0,1,0,38.1923,0.445,0.3846,1.0385,0.272,3,13,71,0,0,1,6,5,0,1,13,Orthodox,1.73,1.8,65.77,31,26,-1,-1,0,-10,12,-65,0,-3,0,5.08,-2.54,5,-10.9423,-0.3846,-0.7885,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,Red,KO/TKO,2.0,156,7.6,127.0,400.0,-2,1,-273.0,26,4,0.009100455022751138,0.001400070003500175,0.007700385019250963
